,ICHMOKU_alert_1,ICHMOKU_alert_2,ICHMOKU_signal_1,ICHMOKU_signal_1_1,ICHMOKU_signal_2,ICHMOKU_signal_2_1,MACD,MACD_alert,MACD_signal,MACD_signal_1,MACDhist,MACDsignal,SAR,SAR_alert,SAR_signal,SAR_signal_1,base_line_fast,base_line_slow,close,conversion_line_fast,conversion_line_slow,exchange,high,lagging_span,lead_span_A,lead_span_B,low,open,scrip,scrip_name,volume
2021-04-16,,,,,,,-30.039071081103202,,SELL,SELL,-4.233605354531534,-25.80546572657167,1497.6794184374783,,SELL,SELL,1399.0,1419.0,1428.65,1399.0,1419.0,NSE,1445.0,1511.7,1578.625,1053.375,1423.5,1434.95,HDFCBANK,HDFC Bank Limited,7801526
2021-04-16,,,,,,,38.28034326693114,TRUE,SELL,BUY,-2.119819774171205,40.400163041102346,3343.2105199999996,,SELL,SELL,3213.7,3213.7,3195.15,3213.7,3213.7,NSE,3247.0,3153.0,3006.425,2401.2,3182.6,3229.0,TCS,Tata Consultancy Services Limited,3224010
2021-04-15,,,,,,,-33.42647001863952,,SELL,SELL,-10.44567237831641,-22.98079764032311,2041.09266,,SELL,SELL,1961.125,1973.575,1944.3,1961.125,1973.575,NSE,1961.0,2160.3,2073.475,1907.87,1913.0,1926.3,RELIANCE,Reliance Industries Limited,9099922
2021-04-15,,,,,,,42.12073060060084,,BUY,BUY,1.1906126159556862,40.93011798464515,3348.7239999999997,,SELL,SELL,3213.7,3213.7,3218.95,3213.7,3213.7,NSE,3237.25,3159.15,3023.825,2401.2,3087.45,3160.3,TCS,Tata Consultancy Services Limited,6062463
2021-04-15,,,,,,,-31.406129944773966,,SELL,SELL,-6.659065556835181,-24.747064387938785,1510.2602374320415,,SELL,SELL,1406.95,1426.2,1430.1,1406.95,1426.2,NSE,1436.7,1515.85,1581.0,1053.375,1391.0,1405.0,HDFCBANK,HDFC Bank Limited,17221460
2021-04-13,,,,,,,-32.84181409520784,,SELL,SELL,-9.759516096477846,-23.08229799872999,1523.9350406870017,,SELL,SELL,1406.95,1450.5,1400.35,1406.95,1450.5,NSE,1406.45,1507.75,1581.825,1053.375,1361.0,1368.0,HDFCBANK,HDFC Bank Limited,9297467
2021-04-13,,,,,,,-32.28303580721763,,SELL,SELL,-11.913656261473623,-20.369379545744007,2043.967,,SELL,SELL,1973.575,1975.075,1931.8,1973.575,1975.075,NSE,1940.6,2094.45,2073.475,1902.27,1917.85,1924.0,RELIANCE,Reliance Industries Limited,8955777
2021-04-13,,,,,,,43.986523443202714,,BUY,BUY,3.3540586125464884,40.632464830656225,3354.35,TRUE,SELL,BUY,3213.7,3213.7,3104.05,3213.7,3213.7,NSE,3214.0,3146.35,3065.075,2398.775,3073.05,3214.0,TCS,Tata Consultancy Services Limited,8653610
2021-04-12,,,,,,,-31.167479114922344,,SELL,SELL,-10.525060140311815,-20.64241897461053,1538.79895726848,,SELL,SELL,1407.825,1457.775,1367.05,1407.825,1457.775,NSE,1399.0,1482.65,1581.825,1053.375,1353.0,1393.0,HDFCBANK,HDFC Bank Limited,11273265
2021-04-12,,,,,,,-29.081299256534066,,SELL,SELL,-11.690333776158464,-17.390965480375602,2046.9,TRUE,SELL,BUY,1973.575,1975.075,1911.15,1973.575,1975.075,NSE,1961.4,1976.1,2051.675,1902.27,1900.25,1959.0,RELIANCE,Reliance Industries Limited,9642328
2021-04-12,,,,,,,57.42705869404108,,BUY,BUY,17.633108516521474,39.793950177519605,3184.6521100825194,,BUY,BUY,3283.7749999999996,3207.625,3246.55,3283.7749999999996,3207.625,NSE,3338.1,3180.0,3083.325,2376.5,3213.2,3322.25,TCS,Tata Consultancy Services Limited,3790007
2021-04-09,,,,,,,-25.186528225686516,,SELL,SELL,-7.175374286153939,-18.011153939532576,1546.694635392,,SELL,SELL,1450.05,1488.8249999999998,1421.75,1450.05,1488.8249999999998,NSE,1432.8,1477.05,1581.825,1053.375,1415.1,1426.0,HDFCBANK,HDFC Bank Limited,14075918
2021-04-09,,,,,,,59.23767556047051,,BUY,BUY,23.85200251208127,35.385673048389236,3147.40135375917,,BUY,BUY,3252.675,3198.7,3322.25,3252.675,3198.7,NSE,3354.35,3158.5,3094.325,2376.5,3308.0,3354.0,TCS,Tata Consultancy Services Limited,2910325
2021-04-09,,,,,,,-22.469172979021323,,SELL,SELL,-8.000790942685338,-14.468382036335985,1965.4580799999999,,BUY,BUY,2004.5,2006.0,1982.05,2004.5,2006.0,NSE,2006.35,1970.05,2040.325,1902.27,1980.0,1998.45,RELIANCE,Reliance Industries Limited,6474894
2021-04-08,,,,,,,-22.755765043779093,,SELL,SELL,-6.538454675785001,-16.21731036799409,1551.9089952,,SELL,SELL,1460.475,1492.05,1432.8,1460.475,1492.05,NSE,1460.9,1478.95,1587.0,1053.375,1430.5,1453.0,HDFCBANK,HDFC Bank Limited,8802724
2021-04-08,,,,,,,-20.92178019602852,,SELL,SELL,-8.453595895363872,-12.46818430066465,1963.7959999999998,,BUY,BUY,2004.5,2008.05,2005.35,2004.5,2008.05,NSE,2022.0,1963.15,2017.85,1902.27,1993.0,2011.0,RELIANCE,Reliance Industries Limited,7091374
2021-04-08,,,,,,,52.97940580728846,,BUY,BUY,23.556733386919543,29.422672420368915,3111.668278284726,,BUY,BUY,3240.0,3189.025,3317.35,3240.0,3189.025,NSE,3335.0,3114.0,3094.325,2368.475,3266.05,3270.0,TCS,Tata Consultancy Services Limited,2577649
2021-04-07,,,,,,,44.71987741966586,,BUY,BUY,21.186388346026835,23.53348907363903,3084.664277075263,,BUY,BUY,3204.775,3160.3,3271.4,3204.775,3160.3,NSE,3277.55,3081.5,3130.9750000000004,2368.475,3234.8,3259.0,TCS,Tata Consultancy Services Limited,2491184
2021-04-07,,,,,,,-21.014791150156952,,SELL,SELL,-10.66000582333327,-10.354785326823682,1962.1,TRUE,BUY,SELL,2006.0,2020.925,2002.85,2006.0,2020.925,NSE,2046.9,1985.65,2017.85,1868.8,1993.3,2000.0,RELIANCE,Reliance Industries Limited,11196354
2021-04-07,,,,,,,-20.447325272780517,,SELL,SELL,-5.864628573732677,-14.58269669904784,1557.34062,,SELL,SELL,1484.775,1492.05,1447.2,1484.775,1492.05,NSE,1456.7,1509.95,1587.0,1053.375,1421.55,1439.3,HDFCBANK,HDFC Bank Limited,12542401
2021-04-06,,,,,,,38.2057902424508,,BUY,BUY,19.968898255318482,18.23689198713232,3058.709405767344,,BUY,BUY,3167.95,3159.025,3264.7,3167.95,3159.025,NSE,3275.0,3080.5,3138.4,2337.5,3230.0,3275.0,TCS,Tata Consultancy Services Limited,2291197
2021-04-06,,,,,,,-20.573291805787903,,SELL,SELL,-12.883507934797539,-7.6897838709903645,2040.0455873407927,,SELL,SELL,2006.0,2035.8999999999999,1984.3,2006.0,2035.8999999999999,NSE,2004.95,2002.55,2017.85,1868.33,1969.0,2004.0,RELIANCE,Reliance Industries Limited,6463648
2021-04-06,,,,,,,-18.6696828701929,,SELL,SELL,-5.5531433145782305,-13.11653955561467,1559.9189999999999,,SELL,SELL,1496.775,1496.775,1440.25,1496.775,1496.775,NSE,1462.65,1497.3,1594.5,1050.5,1432.65,1460.0,HDFCBANK,HDFC Bank Limited,7536370
2021-04-05,,,,,,,30.017907478188135,,BUY,BUY,16.773240054885434,13.2446674233027,3036.010450852604,,BUY,BUY,3153.025,3140.825,3238.9,3153.025,3140.825,NSE,3263.0,3060.0,3145.675,2337.5,3151.0,3171.0,TCS,Tata Consultancy Services Limited,5317346
2021-04-05,,,,,,,-15.42156936186916,,SELL,SELL,-3.6933156348990472,-11.728253726970113,1562.55,TRUE,SELL,BUY,1496.775,1496.775,1449.6,1496.775,1496.775,NSE,1485.0,1432.8,1594.5,1033.5,1431.0,1480.0,HDFCBANK,HDFC Bank Limited,7994886
2021-04-05,,,,,,,-17.821802943617968,,SELL,SELL,-13.352896056326987,-4.46890688729098,2052.7344038846427,,SELL,SELL,2006.0,2035.8999999999999,1992.6,2006.0,2035.8999999999999,NSE,2025.0,1985.4,2007.975,1802.725,1962.1,2024.95,RELIANCE,Reliance Industries Limited,6862618
2021-04-01,,,,,,,-12.003481656890472,,SELL,SELL,-1.1985568386451213,-10.80492481824535,1454.6970800000001,,BUY,BUY,1506.4,1506.4,1492.5,1506.4,1506.4,NSE,1499.4,1458.2,1592.225,1014.425,1465.0,1499.4,HDFCBANK,HDFC Bank Limited,17873453
2021-04-01,,,,BUY,,,-14.895767298541386,,SELL,SELL,-13.765084425332155,-1.1306828732092322,2063.511822596185,,SELL,SELL,2013.85,2041.6999999999998,2020.0,2013.85,2041.6999999999998,NSE,2030.0,1997.05,1992.2,1802.725,2003.15,2018.0,RELIANCE,Reliance Industries Limited,5407801
2021-04-01,,,,,,,21.75747664121036,,BUY,BUY,12.70611923162902,9.05135740958134,3020.4461422310915,,BUY,BUY,3129.025,3110.0,3167.0,3129.025,3110.0,NSE,3215.0,3082.0,3172.9,2280.0,3145.0,3191.1,TCS,Tata Consultancy Services Limited,4283528
2021-03-31,,,,,,,-11.834162707526502,,SELL,SELL,-1.3288770989424332,-10.50528560858407,1452.496,,BUY,BUY,1506.4,1506.4,1494.8,1506.4,1506.4,NSE,1548.0,1476.7,1586.825,1010.975,1488.0,1548.0,HDFCBANK,HDFC Bank Limited,15382446
2021-03-31,,,,,,,18.218417985413453,,BUY,BUY,12.343590383739368,5.8748276016740855,3008.6661087564803,,BUY,BUY,3124.025,3096.025,3177.85,3124.025,3096.025,NSE,3205.0,3088.8,3187.4,2263.0,3132.0,3155.0,TCS,Tata Consultancy Services Limited,3529025
2021-03-31,TRUE,,BUY,,,,-13.734234278119175,,SELL,SELL,-16.04482251124298,2.3105882331238066,2075.758889313847,,SELL,SELL,2026.725,2041.6999999999998,2006.15,2026.725,2041.6999999999998,NSE,2049.9,1987.95,1989.0,1791.865,1999.0,2018.0,RELIANCE,Reliance Industries Limited,7494895
2021-03-30,,,,,,,12.33156976677219,,BUY,BUY,9.542639761032948,2.7889300057392434,3001.1751132880004,,BUY,BUY,3115.75,3087.75,3163.2,3115.75,3087.75,NSE,3188.45,3069.75,3187.4,2246.5,3060.9,3083.0,TCS,Tata Consultancy Services Limited,4690241
2021-03-30,,,,,,,-11.680098700046983,,SELL,SELL,-1.5070323661985228,-10.17306633384846,1450.25,TRUE,BUY,SELL,1506.4,1506.4,1548.8,1506.4,1506.4,NSE,1562.55,1440.25,1564.525,1010.975,1501.55,1506.65,HDFCBANK,HDFC Bank Limited,12801302
2021-03-30,,,,,,,-10.641743269825838,,SELL,SELL,-16.96353713076039,6.321793860934552,2089.6760105839166,,SELL,SELL,2041.6999999999998,2041.6999999999998,2029.3,2041.6999999999998,2041.6999999999998,NSE,2048.9,1960.35,1966.475,1770.86,1991.55,2008.0,RELIANCE,Reliance Industries Limited,9429454
2021-03-26,,,,,,,-16.81174647668172,,SELL,SELL,-7.01543823438289,-9.79630824229883,1515.4805353274717,,SELL,SELL,1478.85,1495.325,1491.3,1478.85,1495.325,NSE,1499.0,1386.85,1516.325,1010.975,1474.0,1494.0,HDFCBANK,HDFC Bank Limited,5999689
2021-03-26,,,,,,,-8.896902117133777,,SELL,SELL,-19.45958026075843,10.56267814362465,2105.490921118087,,SELL,SELL,2041.6999999999998,2049.85,1994.65,2041.6999999999998,2049.85,NSE,2013.7,1937.3,1956.1,1770.86,1973.7,2012.0,RELIANCE,Reliance Industries Limited,9308028
2021-03-26,,,,,,,6.130078843826141,,BUY,BUY,5.726808778345134,0.4032700654810062,2997.7501156000003,,BUY,BUY,3093.825,3078.025,3066.8,3093.825,3078.025,NSE,3118.0,3051.5,3144.95,2159.95,3043.05,3090.65,TCS,Tata Consultancy Services Limited,3695261
2021-03-25,,,,,,,-17.262515144652752,,SELL,SELL,-9.220066460949646,-8.042448683703107,1527.905399199371,,SELL,SELL,1480.725,1499.325,1463.35,1480.725,1499.325,NSE,1495.55,1399.5,1498.075,1010.975,1450.25,1490.2,HDFCBANK,HDFC Bank Limited,11979616
2021-03-25,,,,,,,7.940829282628329,,BUY,BUY,8.969261411733607,-1.0284321291052776,2994.2552200000005,,BUY,BUY,3087.0,3078.025,3064.85,3087.0,3078.025,NSE,3130.85,3087.6,3144.95,2159.95,3050.0,3112.2,TCS,Tata Consultancy Services Limited,3179108
2021-03-25,,,,,,,-3.012440833266737,,SELL,SELL,-18.440014042080996,15.427573208814257,2119.1232456867633,,SELL,SELL,2046.25,2065.85,1991.45,2046.25,2065.85,NSE,2054.0,1913.15,1909.8,1770.86,1985.0,2054.0,RELIANCE,Reliance Industries Limited,10145814
2021-03-24,,,,,,,10.335047780406967,,BUY,BUY,13.605795262445646,-3.2707474820386793,2990.6890000000003,,BUY,BUY,3078.025,3078.025,3121.1,3078.025,3078.025,NSE,3152.3,3122.6,3159.55,2159.95,3111.15,3111.2,TCS,Tata Consultancy Services Limited,2206243
2021-03-24,,,,BUY,,,-14.74095056966803,,SELL,SELL,-9.003518501202336,-5.7374320684656945,1538.8946502318267,,SELL,SELL,1491.225,1530.2,1478.8,1491.225,1530.2,NSE,1506.45,1403.55,1486.825,1010.975,1471.0,1490.9,HDFCBANK,HDFC Bank Limited,8184206
2021-03-24,,,,,,,4.867907072079561,,SELL,SELL,-15.169669647254945,20.037576719334506,2134.2702729852926,,SELL,SELL,2046.25,2094.6,2047.3,2046.25,2094.6,NSE,2079.75,1933.15,1909.8,1770.86,2040.4,2079.75,RELIANCE,Reliance Industries Limited,7761873
2021-03-23,,,,,,,9.168745204764036,,SELL,SELL,-14.661248926384207,23.829994131148243,2151.100303316992,,SELL,SELL,2046.25,2098.95,2087.5,2046.25,2098.95,NSE,2109.7,1926.2,1899.5,1770.86,2056.0,2061.95,RELIANCE,Reliance Industries Limited,8039074
2021-03-23,,,,,,,7.513340513492949,,BUY,BUY,14.18553681114304,-6.672196297650091,2987.05,TRUE,BUY,SELL,3078.025,3078.025,3142.6,3078.025,3078.025,NSE,3169.0,3145.5,3175.2749999999996,2159.95,3122.85,3140.0,TCS,Tata Consultancy Services Limited,3299928
2021-03-23,TRUE,,BUY,,,,-12.8811943220378,,SELL,SELL,-9.394641878872688,-3.486552443165111,1551.6728491067752,,SELL,SELL,1499.7,1530.2,1500.15,1499.7,1530.2,NSE,1507.45,1419.85,1486.825,1010.975,1469.1,1470.0,HDFCBANK,HDFC Bank Limited,9879785
2021-03-22,,,,,,,1.6134401035265,,BUY,BUY,11.83202060396235,-10.21858050043585,3151.641,,SELL,SELL,3071.025,3071.025,3129.65,3071.025,3071.025,NSE,3139.45,3132.9,3191.95,2159.95,3018.65,3048.7,TCS,Tata Consultancy Services Limited,2821224
2021-03-22,,,,,,,-12.493924430378456,,SELL,SELL,-11.356032456931517,-1.1378919734469388,1566.531219891599,,SELL,SELL,1500.4,1530.2,1469.15,1500.4,1530.2,NSE,1494.9,1414.75,1480.125,1010.975,1460.4,1494.9,HDFCBANK,HDFC Bank Limited,7005966
2021-03-22,,,,,,,10.431724127503458,,SELL,SELL,-17.063582235240837,27.495306362744294,2169.80033701888,,SELL,SELL,2054.4,2098.95,2062.4,2054.4,2098.95,NSE,2074.0,1931.75,1932.475,1770.86,2033.2,2071.0,RELIANCE,Reliance Industries Limited,8569337
2021-03-19,,,,,,,-4.6219010030640675,,BUY,BUY,8.55468464836237,-13.176585651426437,3155.0,,SELL,SELL,3071.025,3071.025,3050.2,3071.025,3071.025,NSE,3099.0,3111.45,3191.95,2147.5,3005.0,3030.0,TCS,Tata Consultancy Services Limited,5771920
2021-03-19,,,,,,,-8.661533776945816,,SELL,SELL,-10.362649917731758,1.701116140785941,1579.1422953313624,,SELL,SELL,1511.225,1537.025,1497.5,1511.225,1537.025,NSE,1511.2,1400.9,1465.0,1000.975,1474.05,1485.0,HDFCBANK,HDFC Bank Limited,10615741
2021-03-19,,,,,,,14.447646692490707,,SELL,SELL,-17.313555229063798,31.761201921554505,2190.5781522432,,SELL,SELL,2065.85,2107.35,2082.0,2065.85,2107.35,NSE,2095.85,1931.0,1972.675,1744.695,1982.8,1991.0,RELIANCE,Reliance Industries Limited,19268113
2021-03-18,,,,,,,-6.53056921526354,,SELL,SELL,-10.822347835482422,4.291778620218881,1590.0303281459583,,SELL,SELL,1540.575,1540.575,1491.0,1540.575,1540.575,NSE,1522.05,1402.6,1461.85,1000.975,1481.15,1511.75,HDFCBANK,HDFC Bank Limited,9032055
2021-03-18,,,,,,,17.36764026900164,,SELL,SELL,-18.721950459818814,36.089590728820454,2207.06320896,,SELL,SELL,2103.7,2116.45,2009.1,2103.7,2116.45,NSE,2084.8,1920.1,1975.0,1739.835,2001.0,2072.9,RELIANCE,Reliance Industries Limited,9526334
2021-03-18,,,,,,,-4.423781455431254,,BUY,BUY,10.891475358085776,-15.31525681351703,3155.0,TRUE,SELL,BUY,3071.025,3071.025,3036.5,3071.025,3071.025,NSE,3146.45,3095.7,3191.95,2147.5,2987.05,3125.95,TCS,Tata Consultancy Services Limited,3656265
2021-03-17,,,,,,,28.264539120926656,,SELL,SELL,-12.505539222848498,40.770078343775154,2218.039584,,SELL,SELL,2125.1,2133.5,2055.35,2125.1,2133.5,NSE,2103.0,1916.6,1975.0,1739.835,2035.1,2098.05,RELIANCE,Reliance Industries Limited,8862430
2021-03-17,,,,,,,-2.7116538661921368,,BUY,BUY,15.326471786846337,-18.038125653038474,2972.577042218778,,BUY,BUY,3098.0,3073.55,3112.95,3098.0,3073.55,NSE,3155.0,3049.75,3191.95,2147.5,3085.3,3105.0,TCS,Tata Consultancy Services Limited,3838059
2021-03-17,,,,,,,-3.0538752588579428,,SELL,SELL,-10.051240837947429,6.997365579089486,1598.711226245607,,SELL,SELL,1545.1,1545.1,1495.35,1545.1,1545.1,NSE,1539.0,1388.35,1460.25,1000.975,1490.2,1524.25,HDFCBANK,HDFC Bank Limited,10529695
2021-03-16,,,,,,,0.9851613947196256,,SELL,SELL,-8.525014393856718,9.510175788576344,1604.373644942135,,SELL,SELL,1555.0,1555.0,1512.15,1555.0,1555.0,NSE,1540.4,1414.45,1426.825,1000.975,1510.0,1530.9,HDFCBANK,HDFC Bank Limited,6857264
2021-03-16,,,,,,,37.05273308653386,,SELL,SELL,-6.843730062953419,43.89646314948728,2223.7704000000003,,SELL,SELL,2147.8,2156.2,2100.6,2147.8,2156.2,NSE,2126.0,1959.05,1975.0,1715.25,2095.5,2114.0,RELIANCE,Reliance Industries Limited,6400677
2021-03-16,,,,,,,-8.270914232418363,,BUY,BUY,13.598829367331696,-21.86974359975006,2953.8633802430863,,BUY,BUY,3066.55,3066.55,3110.05,3066.55,3066.55,NSE,3141.0,3037.0,3191.95,2139.0,3060.0,3060.0,TCS,Tata Consultancy Services Limited,4894038
2021-03-15,,,,,,,43.12344272137716,TRUE,SELL,BUY,-2.483952943848479,45.60739566522564,2229.7400000000002,,SELL,SELL,2156.2,2156.2,2108.9,2156.2,2156.2,NSE,2148.9,1994.5,1975.0,1715.25,2080.5,2140.05,RELIANCE,Reliance Industries Limited,7704678
2021-03-15,,,,,,,4.4155658304537155,,SELL,SELL,-7.225863556586807,11.641429387040523,1608.2017134813905,,SELL,SELL,1556.25,1556.25,1528.65,1556.25,1556.25,NSE,1548.4,1412.3,1426.825,1000.975,1515.3,1548.4,HDFCBANK,HDFC Bank Limited,6113750
2021-03-15,,,,,,,-14.950975074657435,,BUY,BUY,10.318475866925546,-25.26945094158298,2939.677587220746,,BUY,BUY,3054.55,3032.5,3066.15,3054.55,3032.5,NSE,3099.0,3035.65,3219.9,2139.0,3041.0,3041.0,TCS,Tata Consultancy Services Limited,3096789
2021-03-12,,,,,,,-18.789874912211417,,BUY,BUY,9.059194996102953,-27.84906990831437,2924.258246979072,,BUY,BUY,3054.55,3009.4,3057.95,3054.55,3009.4,NSE,3117.0,3114.45,3261.8,2139.0,3041.35,3075.0,TCS,Tata Consultancy Services Limited,2935075
2021-03-12,,,,,,,49.3995347611758,,BUY,BUY,3.171150859988039,46.22838390118776,2231.9,TRUE,SELL,BUY,2177.9,2147.2,2137.6,2177.9,2147.2,NSE,2206.4,2020.0,1995.0,1715.25,2123.9,2195.0,RELIANCE,Reliance Industries Limited,7780923
2021-03-12,,,,,,,7.049782898165404,,SELL,SELL,-6.398112378021821,13.447895276187225,1612.1892848764485,,SELL,SELL,1556.25,1556.25,1551.95,1556.25,1556.25,NSE,1600.0,1471.65,1426.825,1000.975,1535.05,1600.0,HDFCBANK,HDFC Bank Limited,7815258
2021-03-10,,,,,,,7.937095840617076,,SELL,SELL,-7.110327530075605,15.04742337069268,1616.343005079634,,SELL,SELL,1543.75,1554.25,1555.75,1543.75,1554.25,NSE,1575.0,1476.8,1458.9,1000.975,1552.15,1572.0,HDFCBANK,HDFC Bank Limited,5526834
2021-03-10,,,,,,,53.76938991362886,,BUY,BUY,8.333793727438106,45.43559618619075,2146.6,,BUY,BUY,2189.25,2147.2,2181.95,2189.25,2147.2,NSE,2215.1,1997.3,2004.0,1715.25,2170.25,2207.0,RELIANCE,Reliance Industries Limited,5313810
2021-03-10,,,,,,,-22.581490706148088,,BUY,BUY,7.5323779511920215,-30.11386865734011,2913.4747308287997,,BUY,BUY,3042.6499999999996,2986.6,3070.95,3042.6499999999996,2986.6,NSE,3093.2,3124.1,3230.1000000000004,2139.0,3060.0,3075.0,TCS,Tata Consultancy Services Limited,3053253
2021-03-09,,,,,,,8.567272056755428,,SELL,SELL,-8.257733196456154,16.825005253211582,1620.669796957952,,SELL,SELL,1554.25,1574.375,1562.5,1554.25,1574.375,NSE,1565.7,1438.7,1475.9,983.975,1538.25,1545.0,HDFCBANK,HDFC Bank Limited,7532470
2021-03-09,,,,,,,54.04917754583403,,BUY,BUY,10.6970297915028,43.35214775433123,2144.43224,,BUY,BUY,2169.55,2147.2,2191.05,2169.55,2147.2,NSE,2213.8,1988.65,2019.225,1658.84,2146.6,2200.0,RELIANCE,Reliance Industries Limited,6983480
2021-03-09,,,,,,,-28.41614954559236,TRUE,BUY,SELL,3.5808135995457526,-31.996963145138114,2906.47576128,,BUY,BUY,3036.7749999999996,2980.725,3050.95,3036.7749999999996,2980.725,NSE,3066.9,3132.0,3230.1000000000004,2139.0,2992.1,3006.95,TCS,Tata Consultancy Services Limited,1942069
2021-03-08,,,,,,,-33.41360647091051,,SELL,SELL,-0.5214399258859572,-32.89216654502455,2899.185168,,BUY,BUY,3014.725,2980.725,3006.95,3014.725,2980.725,NSE,3033.0,3100.8,3224.175,2122.875,2996.0,3016.0,TCS,Tata Consultancy Services Limited,2002308
2021-03-08,,,,,,,8.559718469982954,,SELL,SELL,-10.329720082342668,18.889438552325622,1625.1768718312,,SELL,SELL,1554.25,1574.375,1519.5,1554.25,1574.375,NSE,1555.0,1404.8,1475.9,983.975,1512.5,1542.0,HDFCBANK,HDFC Bank Limited,7557673
2021-03-08,,,,,,,52.69357299572766,,BUY,BUY,12.01568268927214,40.677890306455524,2125.232,,BUY,BUY,2160.5,2132.725,2191.1,2160.5,2132.725,NSE,2231.9,1937.85,2009.95,1648.965,2168.0,2168.5,RELIANCE,Reliance Industries Limited,8998923
2021-03-05,,,,,,,50.191785762744985,,BUY,BUY,12.517816128607492,37.67396963413749,2107.2,,BUY,BUY,2141.2,2116.75,2178.7,2141.2,2116.75,NSE,2211.95,1904.35,2006.25,1641.4399999999998,2153.05,2156.0,RELIANCE,Reliance Industries Limited,11770760
2021-03-05,,,,,,,-34.826162670558006,,SELL,SELL,-2.06435610700494,-32.761806563553066,2891.5908,,BUY,BUY,2991.625,2980.725,3008.05,2991.625,2980.725,NSE,3063.2,3109.5,3224.175,2065.225,2996.6,3016.1,TCS,Tata Consultancy Services Limited,3203169
2021-03-05,,,,,,,12.803754168757223,,SELL,SELL,-8.668114404154064,21.471868572911287,1627.30293044,,SELL,SELL,1558.55,1578.625,1530.0,1558.55,1578.625,NSE,1545.6,1414.15,1473.975,983.975,1521.1,1531.0,HDFCBANK,HDFC Bank Limited,8722364
2021-03-04,,,,,,,-36.23453567199067,,SELL,SELL,-3.9888181351888363,-32.245717536801834,2883.68,,BUY,BUY,2980.725,2988.0,3049.7,2980.725,2988.0,NSE,3081.45,3118.8,3193.975,2037.9499999999998,3016.05,3023.0,TCS,Tata Consultancy Services Limited,3916312
2021-03-04,,,,,,,16.96535967273826,,SELL,SELL,-6.673537501211545,23.638897173949804,1629.472378,,SELL,SELL,1558.5,1578.625,1552.05,1558.5,1578.625,NSE,1571.0,1422.5,1467.375,983.975,1539.1,1548.55,HDFCBANK,HDFC Bank Limited,8143853
2021-03-04,,,,,,,47.53107862882507,,BUY,BUY,12.986563026839448,34.54451560198562,2087.684,,BUY,BUY,2141.2,2107.425,2175.85,2141.2,2107.425,NSE,2189.95,1906.4,1975.25,1641.4399999999998,2157.7,2180.0,RELIANCE,Reliance Industries Limited,9890919
2021-03-03,,,,,,,19.78522182985239,,SELL,SELL,-5.5220597194003,25.30728154925269,1631.6861,,SELL,SELL,1578.625,1578.625,1586.85,1578.625,1578.625,NSE,1596.0,1391.4,1462.1,983.975,1565.0,1584.0,HDFCBANK,HDFC Bank Limited,5609861
2021-03-03,,,,,,,43.733869470566106,,BUY,BUY,12.435994625290341,31.297874845275764,2062.5,,BUY,BUY,2141.2,2107.425,2202.1,2141.2,2107.425,NSE,2219.9,1901.15,1961.75,1568.365,2107.2,2121.05,RELIANCE,Reliance Industries Limited,14724764
2021-03-03,,,,,,,-41.745811238590704,,SELL,SELL,-10.49729823558608,-31.248513003004625,2880.0,TRUE,BUY,SELL,2972.0,2988.0,3059.1,2972.0,2988.0,NSE,3064.0,3144.55,3139.625,2037.9499999999998,2996.9,3035.0,TCS,Tata Consultancy Services Limited,3509305
2021-03-02,,,,,,,19.553333574679982,,SELL,SELL,-7.134462904422783,26.687796479102765,1633.945,,SELL,SELL,1578.625,1578.625,1568.2,1578.625,1578.625,NSE,1587.5,1412.4,1457.6999999999998,983.975,1551.0,1575.7,HDFCBANK,HDFC Bank Limited,8054277
2021-03-02,,,,,,,35.5783934980891,,BUY,BUY,7.389517309135922,28.188876188953177,2057.5865798447708,,BUY,BUY,2092.775,2073.475,2106.0,2092.775,2073.475,NSE,2130.0,1901.7,1944.75,1568.365,2089.1,2122.0,RELIANCE,Reliance Industries Limited,7914070
2021-03-02,,,,,,,-49.130082071035304,,SELL,SELL,-20.505893626927197,-28.624188444108107,3072.8259506779577,,SELL,SELL,2954.95,2988.95,3006.35,2954.95,2988.95,NSE,3025.0,3161.8,3137.125,2037.9499999999998,2948.0,2960.0,TCS,Tata Consultancy Services Limited,3306155
2021-03-01,,,,,,,-52.46956837614016,,SELL,SELL,-28.97185333876385,-23.49771503737631,3099.120398497679,,SELL,SELL,2954.95,3006.425,2924.2,2954.95,3006.425,NSE,2965.0,3195.15,3137.125,2021.725,2901.8,2926.0,TCS,Tata Consultancy Services Limited,3265236
2021-03-01,,,,,,,34.43626389688279,,BUY,BUY,8.094767035213597,26.341496861669196,2042.2169533078732,,BUY,BUY,2082.8,2073.475,2101.7,2082.8,2073.475,NSE,2112.0,1932.1,1938.05,1568.365,2062.5,2110.2,RELIANCE,Reliance Industries Limited,8154314
2021-03-01,,,,,,,20.871856804264553,,SELL,SELL,-7.59955540094391,28.471412205208463,1636.25,,SELL,SELL,1578.625,1578.625,1558.9,1578.625,1578.625,NSE,1572.55,1428.65,1452.95,983.975,1540.7,1564.0,HDFCBANK,HDFC Bank Limited,6766876
2021-02-26,,,,,,,32.915418276479386,,BUY,BUY,8.597613173613588,24.317805102865798,2024.3452945440386,,BUY,BUY,2073.475,2073.475,2079.7,2073.475,2073.475,NSE,2133.9,1944.3,1945.7,1568.365,2070.7,2117.0,RELIANCE,Reliance Industries Limited,17292953
